months,race,searched,stops,month_tot,race_prop
2011-04-01,H,0,18240,19995.0,0.9122280570142536
2011-04-01,H,1,1755,19995.0,0.08777194298574643
2011-04-01,W,0,5360,6199.0,0.8646555896112276
2011-04-01,W,1,839,6199.0,0.13534441038877237
2011-05-01,A,0,2336,2336.0,1.0
2011-05-01,B,0,26738,30611.0,0.8734768547254255
2011-05-01,B,1,3873,30611.0,0.1265231452745745
2011-05-01,H,0,17272,19172.0,0.9008971416649281
2011-05-01,H,1,1900,19172.0,0.09910285833507199
2011-05-01,W,0,5120,5580.0,0.9175627240143369
2011-05-01,W,1,460,5580.0,0.08243727598566308
2011-06-01,A,0,1802,1802.0,1.0
2011-06-01,B,0,26728,28701.0,0.9312567506358663
2011-06-01,B,1,1973,28701.0,0.06874324936413366
2011-06-01,H,0,17326,19054.0,0.9093103810223575
2011-06-01,H,1,1728,19054.0,0.0906896189776425
2011-06-01,W,0,4002,4998.0,0.8007202881152461
2011-06-01,W,1,996,4998.0,0.1992797118847539
2011-07-01,A,0,1552,1756.0,0.8838268792710706
2011-07-01,A,1,204,1756.0,0.11617312072892938
2011-07-01,B,0,27076,27717.0,0.9768733989970054
2011-07-01,B,1,641,27717.0,0.023126601002994553
2011-07-01,H,0,15375,17046.0,0.9019711369236184
2011-07-01,H,1,1671,17046.0,0.09802886307638156
2011-07-01,W,0,3957,4689.0,0.8438899552143314
2011-07-01,W,1,732,4689.0,0.1561100447856686
2011-08-01,A,0,1287,1522.0,0.8455978975032852
2011-08-01,A,1,235,1522.0,0.15440210249671485
2011-08-01,B,0,24269,26209.0,0.9259796253195467
2011-08-01,B,1,1940,26209.0,0.07402037468045328
2011-08-01,H,0,13879,15830.0,0.8767530006317119
2011-08-01,H,1,1951,15830.0,0.12324699936828806
2011-08-01,W,0,3930,4126.0,0.9524963645176927
2011-08-01,W,1,196,4126.0,0.04750363548230732
2011-09-01,A,0,1600,1702.0,0.9400705052878966
2011-09-01,A,1,102,1702.0,0.05992949471210341
2011-09-01,B,0,26922,26922.0,1.0
2011-09-01,H,0,15565,16261.0,0.9571982042924789
2011-09-01,H,1,696,16261.0,0.04280179570752106
2011-09-01,W,0,4140,4354.0,0.9508497932935231
2011-09-01,W,1,214,4354.0,0.0491502067064768
2011-10-01,A,0,1745,1903.0,0.9169732002101945
2011-10-01,A,1,158,1903.0,0.08302679978980557
2011-10-01,B,0,25866,30021.0,0.8615968821824723
2011-10-01,B,1,4155,30021.0,0.13840311781752773
2011-10-01,H,0,17363,19946.0,0.8705003509475584
2011-10-01,H,1,2583,19946.0,0.1294996490524416
2011-10-01,W,0,4361,5030.0,0.8669980119284294
2011-10-01,W,1,669,5030.0,0.13300198807157057
2011-11-01,A,0,1634,1925.0,0.8488311688311688
2011-11-01,A,1,291,1925.0,0.15116883116883117
2011-11-01,B,0,30208,30208.0,1.0
2011-11-01,H,0,17465,18938.0,0.9222198753828281
2011-11-01,H,1,1473,18938.0,0.07778012461717182
2011-11-01,W,0,4879,5092.0,0.9581696779261587
2011-11-01,W,1,213,5092.0,0.04183032207384132
2011-12-01,A,0,1823,1996.0,0.9133266533066132
2011-12-01,A,1,173,1996.0,0.08667334669338678
2011-12-01,B,0,25357,27242.0,0.9308053740547684
2011-12-01,B,1,1885,27242.0,0.06919462594523162
2011-12-01,H,0,15826,16713.0,0.9469275414348112
2011-12-01,H,1,887,16713.0,0.053072458565188774
2011-12-01,W,0,4220,4904.0,0.8605220228384992
2011-12-01,W,1,684,4904.0,0.13947797716150082
2012-01-01,A,0,1861,2101.0,0.8857686815802
2012-01-01,A,1,240,2101.0,0.1142313184198001
2012-01-01,B,0,34589,36346.0,0.9516590546415011
2012-01-01,B,1,1757,36346.0,0.04834094535849887
2012-01-01,H,0,20851,22263.0,0.936576382338409
2012-01-01,H,1,1412,22263.0,0.06342361766159098
2012-01-01,W,0,5774,5996.0,0.9629753168779186
2012-01-01,W,1,222,5996.0,0.03702468312208139
2012-02-01,A,0,1819,2083.0,0.8732597215554488
2012-02-01,A,1,264,2083.0,0.12674027844455113
2012-02-01,B,0,32795,34741.0,0.9439854926455773
2012-02-01,B,1,1946,34741.0,0.056014507354422725
2012-02-01,H,0,19182,21232.0,0.9034476262245666
2012-02-01,H,1,2050,21232.0,0.09655237377543331
2012-02-01,W,0,5632,5846.0,0.9633937735203558
2012-02-01,W,1,214,5846.0,0.0366062264796442
2012-03-01,A,0,1932,2088.0,0.9252873563218391
2012-03-01,A,1,156,2088.0,0.07471264367816093
2012-03-01,B,0,31137,36086.0,0.8628554009865321
2012-03-01,B,1,4949,36086.0,0.13714459901346782
2012-03-01,H,0,22112,22112.0,1.0
2012-03-01,W,0,6100,6447.0,0.9461765162090895
2012-03-01,W,1,347,6447.0,0.0538234837909105
2012-04-01,A,0,1634,1789.0,0.9133594186696479
2012-04-01,A,1,155,1789.0,0.08664058133035216
2012-04-01,B,0,27913,29643.0,0.9416388354754917
2012-04-01,B,1,1730,29643.0,0.05836116452450832
2012-04-01,H,0,16116,17268.0,0.9332870048644892
2012-04-01,H,1,1152,17268.0,0.06671299513551077
2012-04-01,W,0,4901,5210.0,0.9406909788867562
2012-04-01,W,1,309,5210.0,0.059309021113243765
2012-05-01,A,0,1474,1474.0,1.0
2012-05-01,B,0,22235,24170.0,0.9199420769549028
2012-05-01,B,1,1935,24170.0,0.08005792304509723
2012-05-01,H,0,13688,14520.0,0.9426997245179063
2012-05-01,H,1,832,14520.0,0.05730027548209366
2012-05-01,W,0,4294,4671.0,0.9192892314279597
2012-05-01,W,1,377,4671.0,0.08071076857204025
2012-06-01,A,0,1102,1126.0,0.9786856127886323
2012-06-01,A,1,24,1126.0,0.021314387211367674
2012-06-01,B,0,13240,16872.0,0.7847321005215742
2012-06-01,B,1,3632,16872.0,0.21526789947842578
2012-06-01,H,0,9034,9710.0,0.9303810504634398
2012-06-01,H,1,676,9710.0,0.06961894953656025
2012-06-01,W,0,3366,3498.0,0.9622641509433962
2012-06-01,W,1,132,3498.0,0.03773584905660377
2012-07-01,A,0,1035,1112.0,0.9307553956834532
2012-07-01,A,1,77,1112.0,0.06924460431654676
2012-07-01,B,0,14220,17763.0,0.8005404492484378
2012-07-01,B,1,3543,17763.0,0.19945955075156224
2012-07-01,H,0,8225,9612.0,0.8557012068248023
2012-07-01,H,1,1387,9612.0,0.14429879317519767
2012-07-01,W,0,3082,3497.0,0.8813268515870747
2012-07-01,W,1,415,3497.0,0.11867314841292537
2012-08-01,A,0,1141,1253.0,0.9106145251396648
2012-08-01,A,1,112,1253.0,0.0893854748603352
2012-08-01,B,0,17855,19672.0,0.9076352175681172
2012-08-01,B,1,1817,19672.0,0.09236478243188288
2012-08-01,H,0,9092,10686.0,0.8508328654314056
2012-08-01,H,1,1594,10686.0,0.14916713456859443
2012-08-01,W,0,3161,3519.0,0.8982665529980108
2012-08-01,W,1,358,3519.0,0.1017334470019892
2012-09-01,A,0,872,1098.0,0.7941712204007286
2012-09-01,A,1,226,1098.0,0.2058287795992714
2012-09-01,B,0,19276,19932.0,0.9670880995384307
2012-09-01,B,1,656,19932.0,0.03291190046156934
2012-09-01,H,0,10346,10931.0,0.9464824810172903
2012-09-01,H,1,585,10931.0,0.053517518982709726
2012-09-01,W,0,2837,3497.0,0.8112668001143838
2012-09-01,W,1,660,3497.0,0.18873319988561624
2012-10-01,A,0,1122,1202.0,0.9334442595673876
2012-10-01,A,1,80,1202.0,0.06655574043261231
2012-10-01,B,0,18176,19796.0,0.9181652859163467
2012-10-01,B,1,1620,19796.0,0.08183471408365327
2012-10-01,H,0,9933,10839.0,0.9164129532244673
2012-10-01,H,1,906,10839.0,0.0835870467755328
2012-10-01,W,0,3248,3380.0,0.9609467455621302
2012-10-01,W,1,132,3380.0,0.03905325443786982
2012-11-01,A,0,729,836.0,0.8720095693779905
2012-11-01,A,1,107,836.0,0.12799043062200957
2012-11-01,B,0,12170,13752.0,0.8849621873182083
2012-11-01,B,1,1582,13752.0,0.11503781268179174
2012-11-01,H,0,7577,7740.0,0.9789405684754522
2012-11-01,H,1,163,7740.0,0.021059431524547804
2012-11-01,W,0,1937,2263.0,0.8559434379142731
2012-11-01,W,1,326,2263.0,0.14405656208572692
2012-12-01,A,0,778,896.0,0.8683035714285714
2012-12-01,A,1,118,896.0,0.13169642857142858
2012-12-01,B,0,14833,15456.0,0.9596920289855072
2012-12-01,B,1,623,15456.0,0.04030797101449275
2012-12-01,H,0,7411,8227.0,0.9008143916372918
2012-12-01,H,1,816,8227.0,0.09918560836270815
2012-12-01,W,0,2264,2542.0,0.8906372934697089
2012-12-01,W,1,278,2542.0,0.1093627065302911
2013-01-01,A,0,994,1157.0,0.8591184096802075
2013-01-01,A,1,163,1157.0,0.14088159031979255
2013-01-01,B,0,18737,20924.0,0.8954788759319442
2013-01-01,B,1,2187,20924.0,0.10452112406805582
2013-01-01,H,0,9657,10849.0,0.8901281224075952
2013-01-01,H,1,1192,10849.0,0.10987187759240483
2013-01-01,W,0,3250,3337.0,0.9739286784537009
2013-01-01,W,1,87,3337.0,0.02607132154629907
2013-02-01,A,0,869,1158.0,0.7504317789291882
2013-02-01,A,1,289,1158.0,0.24956822107081175
2013-02-01,B,0,17204,18925.0,0.9090620871862616
2013-02-01,B,1,1721,18925.0,0.09093791281373845
2013-02-01,H,0,9446,10470.0,0.9021967526265521
2013-02-01,H,1,1024,10470.0,0.09780324737344795
2013-02-01,W,0,3250,3377.0,0.9623926562037312
2013-02-01,W,1,127,3377.0,0.03760734379626888
2013-03-01,A,0,858,1024.0,0.837890625
2013-03-01,A,1,166,1024.0,0.162109375
2013-03-01,B,0,14557,15001.0,0.9704019732017866
2013-03-01,B,1,444,15001.0,0.029598026798213453
2013-03-01,H,0,7542,7910.0,0.9534766118836915
2013-03-01,H,1,368,7910.0,0.04652338811630847
2013-03-01,W,0,3057,3057.0,1.0
2013-04-01,A,0,761,778.0,0.9781491002570694
2013-04-01,A,1,17,778.0,0.021850899742930592
2013-04-01,B,0,10134,11140.0,0.9096947935368043
2013-04-01,B,1,1006,11140.0,0.09030520646319569
2013-04-01,H,0,5618,5997.0,0.9368017342004336
2013-04-01,H,1,379,5997.0,0.06319826579956644
2013-04-01,W,0,2435,2536.0,0.9601735015772871
2013-04-01,W,1,101,2536.0,0.039826498422712936
2013-05-01,A,0,723,760.0,0.9513157894736842
2013-05-01,A,1,37,760.0,0.04868421052631579
2013-05-01,B,0,10363,11491.0,0.901836219650161
2013-05-01,B,1,1128,11491.0,0.09816378034983901
2013-05-01,H,0,5642,6078.0,0.9282658769332017
2013-05-01,H,1,436,6078.0,0.07173412306679829
2013-05-01,W,0,2384,2384.0,1.0
2013-06-01,A,0,525,604.0,0.8692052980132451
2013-06-01,A,1,79,604.0,0.13079470198675497
2013-06-01,B,0,8112,8890.0,0.9124859392575928
2013-06-01,B,1,778,8890.0,0.0875140607424072
2013-06-01,H,0,4284,4560.0,0.9394736842105263
2013-06-01,H,1,276,4560.0,0.060526315789473685
2013-06-01,W,0,1806,1880.0,0.9606382978723405
2013-06-01,W,1,74,1880.0,0.039361702127659576
2013-07-01,A,0,382,414.0,0.9227053140096618
2013-07-01,A,1,32,414.0,0.07729468599033816
2013-07-01,B,0,5113,5915.0,0.8644125105663567
2013-07-01,B,1,802,5915.0,0.1355874894336433
2013-07-01,H,0,2670,3030.0,0.8811881188118812
2013-07-01,H,1,360,3030.0,0.1188118811881188
2013-07-01,W,0,1288,1402.0,0.9186875891583453
2013-07-01,W,1,114,1402.0,0.08131241084165478
2013-08-01,A,0,174,228.0,0.7631578947368421
2013-08-01,A,1,54,228.0,0.23684210526315788
2013-08-01,B,0,2948,3276.0,0.8998778998778999
2013-08-01,B,1,328,3276.0,0.10012210012210013
2013-08-01,H,0,1411,1712.0,0.8241822429906542
2013-08-01,H,1,301,1712.0,0.1758177570093458
2013-08-01,W,0,790,916.0,0.8624454148471615
2013-08-01,W,1,126,916.0,0.13755458515283842
2013-09-01,A,0,99,130.0,0.7615384615384615
2013-09-01,A,1,31,130.0,0.23846153846153847
2013-09-01,B,0,1497,2021.0,0.7407224146462148
2013-09-01,B,1,524,2021.0,0.25927758535378526
2013-09-01,H,0,879,1046.0,0.8403441682600382
2013-09-01,H,1,167,1046.0,0.15965583173996176
2013-09-01,W,0,446,517.0,0.8626692456479691
2013-09-01,W,1,71,517.0,0.13733075435203096
2013-10-01,A,0,169,181.0,0.9337016574585635
2013-10-01,A,1,12,181.0,0.06629834254143646
2013-10-01,B,0,2156,2365.0,0.9116279069767442
2013-10-01,B,1,209,2365.0,0.08837209302325581
2013-10-01,H,0,841,1155.0,0.7281385281385281
2013-10-01,H,1,314,1155.0,0.27186147186147186
2013-10-01,W,0,436,524.0,0.8320610687022901
2013-10-01,W,1,88,524.0,0.16793893129770993
2013-11-01,A,0,228,241.0,0.946058091286307
2013-11-01,A,1,13,241.0,0.05394190871369295
2013-11-01,B,0,2033,2338.0,0.869546621043627
2013-11-01,B,1,305,2338.0,0.13045337895637296
2013-11-01,H,0,924,1113.0,0.8301886792452831
2013-11-01,H,1,189,1113.0,0.16981132075471697
2013-11-01,W,0,369,473.0,0.7801268498942917
2013-11-01,W,1,104,473.0,0.21987315010570824
2013-12-01,A,0,155,170.0,0.9117647058823529
2013-12-01,A,1,15,170.0,0.08823529411764706
2013-12-01,B,0,1773,2163.0,0.8196948682385575
2013-12-01,B,1,390,2163.0,0.18030513176144244
2013-12-01,H,0,852,1010.0,0.8435643564356435
2013-12-01,H,1,158,1010.0,0.15643564356435644
2013-12-01,W,0,333,417.0,0.7985611510791367
2013-12-01,W,1,84,417.0,0.2014388489208633
2014-01-01,A,0,187,211.0,0.8862559241706162
2014-01-01,A,1,24,211.0,0.11374407582938388
2014-01-01,B,0,2187,2710.0,0.8070110701107011
2014-01-01,B,1,523,2710.0,0.1929889298892989
2014-01-01,H,0,1082,1339.0,0.8080657206870799
2014-01-01,H,1,257,1339.0,0.1919342793129201
2014-01-01,W,0,517,546.0,0.9468864468864469
2014-01-01,W,1,29,546.0,0.05311355311355311
2014-02-01,A,0,220,229.0,0.9606986899563319
2014-02-01,A,1,9,229.0,0.039301310043668124
2014-02-01,B,0,1769,2206.0,0.8019038984587489
2014-02-01,B,1,437,2206.0,0.19809610154125112
2014-02-01,H,0,1025,1267.0,0.8089976322020521
2014-02-01,H,1,242,1267.0,0.1910023677979479
2014-02-01,W,0,395,514.0,0.7684824902723736
2014-02-01,W,1,119,514.0,0.23151750972762647
2014-03-01,A,0,220,238.0,0.9243697478991597
2014-03-01,A,1,18,238.0,0.07563025210084033
2014-03-01,B,0,2225,2472.0,0.9000809061488673
2014-03-01,B,1,247,2472.0,0.09991909385113269
2014-03-01,H,0,1135,1338.0,0.8482810164424515
2014-03-01,H,1,203,1338.0,0.1517189835575486
2014-03-01,W,0,576,612.0,0.9411764705882353
2014-03-01,W,1,36,612.0,0.058823529411764705
2014-04-01,A,0,193,241.0,0.8008298755186722
2014-04-01,A,1,48,241.0,0.1991701244813278
2014-04-01,B,0,1914,2376.0,0.8055555555555556
2014-04-01,B,1,462,2376.0,0.19444444444444445
2014-04-01,H,0,969,1262.0,0.7678288431061807
2014-04-01,H,1,293,1262.0,0.23217115689381934
2014-04-01,W,0,521,587.0,0.8875638841567292
2014-04-01,W,1,66,587.0,0.11243611584327087
2014-05-01,A,0,188,229.0,0.8209606986899564
2014-05-01,A,1,41,229.0,0.17903930131004367
2014-05-01,B,0,2212,2583.0,0.8563685636856369
2014-05-01,B,1,371,2583.0,0.14363143631436315
2014-05-01,H,0,1111,1286.0,0.8639191290824261
2014-05-01,H,1,175,1286.0,0.13608087091757387
2014-05-01,W,0,586,596.0,0.9832214765100671
2014-05-01,W,1,10,596.0,0.016778523489932886
2014-06-01,A,0,179,203.0,0.8817733990147784
2014-06-01,A,1,24,203.0,0.11822660098522167
2014-06-01,B,0,1621,1931.0,0.8394614189539099
2014-06-01,B,1,310,1931.0,0.16053858104609012
2014-06-01,H,0,924,1055.0,0.875829383886256
2014-06-01,H,1,131,1055.0,0.12417061611374408
2014-06-01,W,0,374,458.0,0.8165938864628821
2014-06-01,W,1,84,458.0,0.18340611353711792
2014-07-01,A,0,153,184.0,0.8315217391304348
2014-07-01,A,1,31,184.0,0.16847826086956522
2014-07-01,B,0,1633,2066.0,0.7904162633107454
2014-07-01,B,1,433,2066.0,0.2095837366892546
2014-07-01,H,0,755,966.0,0.7815734989648033
2014-07-01,H,1,211,966.0,0.21842650103519667
2014-07-01,W,0,323,436.0,0.7408256880733946
2014-07-01,W,1,113,436.0,0.2591743119266055
2014-08-01,A,0,147,171.0,0.8596491228070176
2014-08-01,A,1,24,171.0,0.14035087719298245
2014-08-01,B,0,2070,2133.0,0.9704641350210971
2014-08-01,B,1,63,2133.0,0.029535864978902954
2014-08-01,H,0,833,956.0,0.8713389121338913
2014-08-01,H,1,123,956.0,0.12866108786610878
2014-08-01,W,0,384,402.0,0.9552238805970149
2014-08-01,W,1,18,402.0,0.04477611940298507
2014-09-01,A,0,137,174.0,0.7873563218390804
2014-09-01,A,1,37,174.0,0.21264367816091953
2014-09-01,B,0,1553,1845.0,0.8417344173441734
2014-09-01,B,1,292,1845.0,0.15826558265582655
2014-09-01,H,0,733,872.0,0.8405963302752294
2014-09-01,H,1,139,872.0,0.15940366972477063
2014-09-01,W,0,349,376.0,0.9281914893617021
2014-09-01,W,1,27,376.0,0.07180851063829788
2014-10-01,A,0,157,174.0,0.9022988505747126
2014-10-01,A,1,17,174.0,0.09770114942528736
2014-10-01,B,0,1613,1898.0,0.8498419388830347
2014-10-01,B,1,285,1898.0,0.15015806111696522
2014-10-01,H,0,764,960.0,0.7958333333333333
2014-10-01,H,1,196,960.0,0.20416666666666666
2014-10-01,W,0,390,456.0,0.8552631578947368
2014-10-01,W,1,66,456.0,0.14473684210526316
2014-11-01,A,0,130,140.0,0.9285714285714286
2014-11-01,A,1,10,140.0,0.07142857142857142
2014-11-01,B,0,1184,1421.0,0.8332160450387052
2014-11-01,B,1,237,1421.0,0.16678395496129486
2014-11-01,H,0,631,772.0,0.8173575129533679
2014-11-01,H,1,141,772.0,0.18264248704663213
2014-11-01,W,0,306,318.0,0.9622641509433962
2014-11-01,W,1,12,318.0,0.03773584905660377
2014-12-01,A,0,62,87.0,0.7126436781609196
2014-12-01,A,1,25,87.0,0.28735632183908044
2014-12-01,B,0,662,678.0,0.976401179941003
2014-12-01,B,1,16,678.0,0.02359882005899705
2014-12-01,H,0,379,416.0,0.9110576923076923
2014-12-01,H,1,37,416.0,0.0889423076923077
2014-12-01,W,0,146,166.0,0.8795180722891566
2014-12-01,W,1,20,166.0,0.12048192771084337
